date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:06:31	480/480	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20May%202023%2012:06:30%20GMT	https://helping.ca/wp-content/litespeed/js/51bee3f853d4a2053958b99644ca8534.js?ver=4c580	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/litespeed/js/51bee3f853d4a2053958b99644ca8534c569.js	(from https://helping.ca/)
13:06:31	42296/42296	---MCZ	200	added ('OK')	text/html	etag:%222595-1682716812;gz%22	https://helping.ca/contact-us/	C:/My%20Web%20Sites/Helping.ca/helping.ca/contact-us/index.html	(from https://helping.ca/)
13:06:31	53885/53885	---M-Z	200	added ('OK')	text/html	etag:%222609-1682734530;gz%22	https://helping.ca/services/	C:/My%20Web%20Sites/Helping.ca/helping.ca/services/index.html	(from https://helping.ca/)
13:06:32	73200/73200	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jun%202019%2018:09:52%20GMT	https://helping.ca/wp-content/uploads/2019/06/slider.jpg	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/uploads/2019/06/slider.jpg	(from https://helping.ca/)
13:06:32	92564/92564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2004%20Jan%202020%2003:01:54%20GMT	https://helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.eot	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.eot	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:33	92476/92476	---M--	200	added ('OK')	font/woff	date:Sat,%2004%20Jan%202020%2003:01:54%20GMT	https://helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.woff	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.woff	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:33	92400/92400	---M--	200	added ('OK')	font/truetype	date:Sat,%2004%20Jan%202020%2003:01:54%20GMT	https://helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.ttf	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:33	92564/92564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2004%20Jan%202020%2003:01:54%20GMT	https://helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.eot?	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/themes/Divi/core/admin/fonts/modulesd41d.eot	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:34	1422/1422	---M--	200	added ('OK')	image/gif	date:Sat,%2004%20Jan%202020%2003:01:20%20GMT	https://helping.ca/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:34	301078/301078	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2004%20Jan%202020%2003:01:54%20GMT	https://helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.svg	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/themes/Divi/core/admin/fonts/modules.svg	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:34	9427/9427	---M--	200	added ('OK')	image/gif	date:Sat,%2004%20Jan%202020%2003:01:20%20GMT	https://helping.ca/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:34	17119/17119	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Jan%202020%2003:01:46%20GMT	https://helping.ca/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:35	56564/56564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2007%20Apr%202023%2005:00:37%20GMT	https://helping.ca/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-includes/fonts/dashicons7d4b.eot	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:35	56392/56392	---M--	200	added ('OK')	font/truetype	date:Fri,%2007%20Apr%202023%2005:00:37%20GMT	https://helping.ca/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-includes/fonts/dashicons7d4b.ttf	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:35	1768/1768	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2027%20Sep%202022%2003:45:06%20GMT	https://helping.ca/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons.eot?7o75rl	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons14b5.eot	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:35	1560/1560	---M--	200	added ('OK')	font/truetype	date:Tue,%2027%20Sep%202022%2003:45:06%20GMT	https://helping.ca/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons.ttf?7o75rl	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons14b5.ttf	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:35	1636/1636	---M--	200	added ('OK')	font/woff	date:Tue,%2027%20Sep%202022%2003:45:06%20GMT	https://helping.ca/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons.woff?7o75rl	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons14b5.woff	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:36	1836/1836	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2027%20Sep%202022%2003:45:06%20GMT	https://helping.ca/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons.svg?7o75rl	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/plugins/divi-booster/core/icons/divi-booster-icons/icomoon/fonts/divi-booster-icons14b5.svg	(from https://helping.ca/wp-content/litespeed/css/2605fd8fb5b9bb94d517799c2b13e6b3.css?ver=c0275)
13:06:36	35439/35439	---MCZ	200	added ('OK')	application/json	etag:%222801-1683029196;gz%22	https://helping.ca/wp-json/wp/v2/pages/63	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/wp/v2/pages/63.json	(from https://helping.ca/our-history/)
13:06:36	3263/3263	---M-Z	200	added ('OK')	application/json	etag:%222802-1683029196;gz%22	https://helping.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhelping.ca%2Four-history%2F	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/oembed/1.0/embedf0f6.json	(from https://helping.ca/our-history/)
13:06:37	3350/3350	---M-Z	200	added ('OK')	text/xml	etag:%222803-1683029197;gz%22	https://helping.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhelping.ca%2Four-history%2F&format=xml	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/oembed/1.0/embed3fa0	(from https://helping.ca/our-history/)
13:06:38	25298/25298	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Apr%202017%2015:06:22%20GMT	https://helping.ca/wp-content/uploads/2017/04/Swallows-pic-295x300.jpg	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/uploads/2017/04/Swallows-pic-295x300.jpg	(from https://helping.ca/our-history/)
13:06:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20May%202023%2012:06:38%20GMT	https://helping.ca/?p=63	C:/My%20Web%20Sites/Helping.ca/helping.ca/index2cce.html	(from https://helping.ca/our-history/)
13:06:38	29995/29995	---MCZ	200	added ('OK')	application/json	etag:%222804-1683029198;gz%22	https://helping.ca/wp-json/wp/v2/pages/341	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/wp/v2/pages/341.json	(from https://helping.ca/owneroperator/)
13:06:38	3281/3281	---M-Z	200	added ('OK')	application/json	etag:%222805-1683029198;gz%22	https://helping.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhelping.ca%2Fowneroperator%2F	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/oembed/1.0/embedf29a.json	(from https://helping.ca/owneroperator/)
13:06:39	3366/3366	---M-Z	200	added ('OK')	text/xml	etag:%222806-1683029199;gz%22	https://helping.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhelping.ca%2Fowneroperator%2F&format=xml	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/oembed/1.0/embed67a2	(from https://helping.ca/owneroperator/)
13:06:39	15929/15929	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2001:58:15%20GMT	https://helping.ca/wp-content/uploads/2017/05/Heather-Pic-IMG_1877WebRes-200x300.jpg	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/uploads/2017/05/Heather-Pic-IMG_1877WebRes-200x300.jpg	(from https://helping.ca/owneroperator/)
13:06:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20May%202023%2012:06:39%20GMT	https://helping.ca/?p=341	C:/My%20Web%20Sites/Helping.ca/helping.ca/index47c4.html	(from https://helping.ca/owneroperator/)
13:06:40	920379/920379	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Apr%202023%2020:55:03%20GMT	https://helping.ca/wp-content/litespeed/css/8c7655261717b4cc1c7632b04c66e23c.css?ver=c0275	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/litespeed/css/8c7655261717b4cc1c7632b04c66e23c26f2.css	(from https://helping.ca/partners/)
13:06:40	21958/21958	---MCZ	200	added ('OK')	application/json	etag:%222807-1683029200;gz%22	https://helping.ca/wp-json/wp/v2/pages/71	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/wp/v2/pages/71.json	(from https://helping.ca/partners/)
13:06:40	3192/3192	---M-Z	200	added ('OK')	application/json	etag:%222808-1683029200;gz%22	https://helping.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhelping.ca%2Fpartners%2F	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/oembed/1.0/embed4bf4.json	(from https://helping.ca/partners/)
13:06:41	3274/3274	---M-Z	200	added ('OK')	text/xml	etag:%222809-1683029201;gz%22	https://helping.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhelping.ca%2Fpartners%2F&format=xml	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-json/oembed/1.0/embed0648	(from https://helping.ca/partners/)
13:06:41	5124/5124	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Dec%202016%2018:01:29%20GMT	https://helping.ca/wp-content/uploads/2016/12/regina-aquarium.jpg	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/uploads/2016/12/regina-aquarium.jpg	(from https://helping.ca/partners/)
13:06:42	36949/36949	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202016%2000:24:32%20GMT	https://helping.ca/wp-content/uploads/2016/12/silverts.png	C:/My%20Web%20Sites/Helping.ca/helping.ca/wp-content/uploads/2016/12/silverts.png	(from https://helping.ca/partners/)
